Tanggal,Username,Komentar,Polarity
2023-01-24T21:02:16Z,Purpur Block,"Makannya bro jadi orang jangan beg0 beg0 amat, perlu di tekankan semua butuh proses dan tahapnya.<br>IKN itu hutan minim penghuni dan tukang gorengan, bahkan orang Kalimantannya sendiri pun gak mungkin dateng ke IKN cuma buat tidur di bawah pohon, maka dari itu tahap pertama di buat lah apartemen sementara untuk jadi tempat istirahat para pekerja.<br>Semakin banyak apartemen yang di bangun maka semakin banyak pula kapasitas tampung untuk para pekerja.<br>Dalam pembuatan sebuah peradaban gak tiba tiba bikin bruk langsung jadi gedung 200 lantai, gak gitu bod0h.",Negatif
2023-01-24T18:02:12Z,Nabil Choiri,Lo kira orang kerja pake tangan ?,Netral
2023-01-24T17:23:29Z,hilmi cah,"Kita lihat 2 thn kmudian, masih ada modal ga",Negatif
2023-01-24T18:02:42Z,Nabil Choiri,Modal lah,Negatif
2023-01-24T17:12:37Z,Cempe Wedus,Nex presiden harus dilanjutkan jika tdk turunkan saja,Positif
2023-01-24T17:11:51Z,Aldi Putra,Tidak muluk² moga pemimpin 2024 yg terpilih dpt melanjutkan IKN menjadi lebih nyata dan progres 💯,Positif
2023-01-25T00:53:25Z,Ragil Adin,@Nabil Choiri UU di tangan dpr bisa dirubah kapan saja,Netral
2023-01-24T17:27:26Z,Nabil Choiri,Sudah ada UU masih pikir gini terus ?,Netral
2023-01-24T17:01:26Z,Eldwin Pasaribu,lihatlah berapa banyak pohon yang ditebang disana dan akan menyusul disekiarannya. Semoga setelah jadi ikn bisa ditanam kembali dan bisa ramah untuk satwa satwa disekitar,Positif
2023-01-29T15:01:10Z,M hom,Itu kan hutan produksi. Emang buat ditebang,Netral
2023-01-24T21:04:17Z,Purpur Block,"Munafik, di Kalimantan tuh aslinya sawit semua dan tambang batu bara dan loe hidup karena itu semua.",Negatif
2023-01-24T17:00:03Z,Puji Santoso,Luarbiasa pak Jokowi keren pembantu nya juga ikut luarbiasa,Positif
2023-01-24T16:54:41Z,paijo wkm,Moga di lancarkan Pembangunan IKN ini n buat smua yg trlibat dlm IKN moga di sehatkan jg di beri ke slamatan dlm bekerja...Amin ❤🇮🇩🇮🇩❤,Positif
2023-02-19T08:44:05Z,anggo putin,Amin,Netral
2023-01-30T19:08:50Z,paijo wkm,@Zaim Raihan ngp fkirn km kok tdk ykin sama bangsa km sndiri n jk tuh trjdi biar ALLAH SWT ja yg mmberi hukumn km cukup doakn bangsa km maju ...,Netral
2023-01-30T11:05:25Z,Zaim Raihan,"Jangankan proyek besar kayak gini gak di jadikan bancaan,dana Bansos saja di korupsi...",Negatif
2023-01-28T19:21:34Z,pes mobile 2022,@paijo wkm boleh tu kalau mereka beri saya 🙋,Netral
2023-01-28T18:04:23Z,paijo wkm,@pes mobile 2022 km ja yg pegang proyeknya biar tdk di koropsi gmn....,Netral
2023-01-24T16:37:49Z,Saeful Yana,"mohon maaf sblunya, bagi saya hutang indonesia begitu banyak tapi kok kepedulian penguasa untuk membayar hutang ga jadi prioritas, justru makin membengkak, sangat aneh menurut pribadi saya, karna sya pribadi jikalau ada hutang sama orang lain kaga bisa berboros hanya membeli yang sangat dibutuhkan. dan saya tengok pemimpinnya membangun dengan begitu tergesa gesa, lihat divideo saja tanahnya bgitu tak rata.",Negatif
2023-01-24T16:34:58Z,Editorizal,Saya ga yakin Istana bisa selesai sebelum 2024. Tapi kalau untuk fasilitas upacara 17 Agustus 2024 sangat bisa jika diusahakan.,Positif
2023-01-24T16:15:01Z,Suami Sombong,"Hancurkan demi keuntungan, habiskan hutan2, demi keserakahan kalian, lihat suatu saat nanti azab tuhan, tumbuhan binatang kau binasakan, alam akan membalasnya",Negatif
2023-01-24T16:11:15Z,Colly Kei,S&#39,Netral
2023-01-24T16:03:13Z,PAK RT,GW yakin bakal mangkrak ini pembangunan,Negatif
2023-01-24T16:02:10Z,Stb Indihome,Mantap jiwa lanjutkan Indonesia bisa ♥️🇮🇩🇮🇩🇮🇩,Positif
2023-01-24T16:00:56Z,Eko Prihantoro,Kasian banget para kadrun...tambah auto kejang ayan...melihat ini...otaknya gak nyampai buat ikn....otaknya sebatas tata kata dan buat sumur resapan penyedot truk molen ...ayo semangat membangun semoga sehat dan lancar para pekerjanya ..,Positif
2023-01-24T16:00:39Z,SOBAT OTAN,Mudah2an tetep menjaga ekosistem Hutan Kalimantan,Positif
2023-01-24T15:52:23Z,lestri fauzi,JALANAN DI KAMPUNG KU BANYAK BANGAT YANG RUSAAAAK...,Negatif
2023-01-24T21:05:26Z,Purpur Block,"Kepala desa loe korupsi berarti, kalau berani ya loe laporin sana bukan ngeluh di kolom komentar.",Netral
2023-01-24T15:46:55Z,NAZRUL KORO,"IKN ditetap di bangun...tapi jangan di jadikan perioritas...karna sudah banyak yg di bangun oleh pak Jokowi ..logika sederhananya...jika sudah banyak pembangunan, sementara SDM+masyarakat nya masih jauh dari kata sejahtera.... bagaimana mau menjalankan aktivitas mereka",Positif
2023-01-24T15:44:08Z,elvas,"Nanti klo buat jalan jangan cuma 2 lajur doang lawak 🤣, sama aja boong klo ujungnya macet juga, Dubai aja sampe 5 lajur kanan, 5 lajur kiri, 10",Positif
2023-01-24T15:42:29Z,frans 27,Kasih saya satu project interior nya dong pak..,Netral
2023-01-24T15:41:33Z,Ahmad Sopyan,Asal jangan di korupsi aj dana buat bangun IKN,Positif
2023-01-24T15:36:47Z,EKO,TERIMA KASIH PAK ANIES BASWEDAN<br>LANJUT JADI PRESIDEN RI TAHUN 2024 YAA..<br>SEBARKAAN...!!!!!!!!!!,Netral
2023-01-24T15:36:39Z,EKO,TERIMA KASIH PAK ANIES BASWEDAN<br>LANJUT JADI PRESIDEN RI TAHUN 2024 YAA..<br>SEBARKAAN...!!!!!!!!!!.,Netral
2023-01-24T15:30:31Z,Yus Bimarsono,Dasyaaaaat Bangeeeet proges IKN kita,Positif
2023-01-24T15:22:39Z,Muhammad Ari,"masih panjang kah umur ini nanti untuk menyaksikan kepindahan ikn. kemajuan bangsa yg akan mandiri dalam segala aspek. indonesia dikenal dengan sda dan sdm nya yg luar biasa. semangat selalu indonesia q, untuk anak cucu kita kelak🙏",Positif
2023-01-25T00:34:21Z,Poetra Dhika,"Untuk bangun ibukota baru minimal butuh waktu 15-20 thn ke depan,yg mau memindahkan ibukota bukan cuma Indonesia tp Korsel jg sedang mempersiapkan ibukota baru pengganti Seoul diprediksi selesai tahun 2030 nanti dan bakalan direalisasikan tahun itu jg utk memindahkan Ibukota mereka,pemindahan ibukota Korsel udah diputuskan sejak 2002 dan mereka mulai membangun mulai tahun 2005,klo selesai tahun 2030 sesuai target pemerintah mereka itu artinya mereka butuh waktu sekitar 25 tahun utk membangunnya......<br><br>Klo mau niru Korsel seharusnya IKN baru akan siap sekitaran tahun 2040an.....<br><br>Semoga kita semua masih diberi umur panjang jd saat IKN Siap bisa membuktikan jika bangsa ini mampu membangun Kota sendiri bukan Kota warisan Kolonial seperti kebanyakan Kota di negeri kita....",Positif
2023-01-24T15:22:33Z,totok tewel,Joss pembangunan untuk ibukota negara yang baru,Positif
2023-01-24T15:17:00Z,Erry Agrimansyah,"Klo secara fisik.itu.mudah.utk.dibangun,, yg sulit.tu mental,,,, makanyah revolusi mental gak pernah dievaluasi ama papresiden Jokowi🤭😂",Netral
2023-01-24T15:13:50Z,Pawang Onta,Semoga lancar jaya..jangan pedulikan nyiyiran kadrun,Positif
2023-01-24T22:06:45Z,You tube Ujang sela Hanafi,jgn kudran kadrun aj...gilir minjem duit ke arab juga kok...,Netral
2023-01-24T15:13:05Z,Hendra Lesmana,Secara jakarta mau kelelep . Jd hrs scpt&#39,Positif
2023-01-24T15:12:58Z,Djoeragan Cetak,Kira2 klo dana haji jadi naek bisa cepet selesai ga ini,Netral
2023-01-24T15:42:24Z,Duta Satu,Gak... Karna dana haji masuk ke bank syariah....,Netral
2023-01-24T15:42:11Z,Duta Satu,Gak... Karna dana haji masuk ke bank syariah....,Netral
2023-01-24T15:11:46Z,Ajo Palala,Gue bukan pendukung jokowi... Tapi Sangat mendukung IKN.. semoga berjalan lancar..,Positif
2023-01-24T15:11:16Z,Québécois de Coeur,"Semoga proses pembangunan IKN berjalan aman dan lancar, serta para pekerja dan semua yang terlibat di dalamnya tetap sehat.",Positif
2023-03-08T16:56:19Z,Alfatih Chanel,Jor ah.,Netral
2023-02-23T12:32:35Z,Fatra Yohui Euy,"Gw mh mau tetep di Bandung selatan aja, dari kecil sampe sekarang makan ga kekurangan meskipun tanpa uang hasil rantauan, malah yg ada sedikit bisa berbagi, Lebih baik tanpa merantau ke ibukota daripada jauh tidak bisa merawat ibu kandung",Netral
2023-02-15T07:54:02Z,Fikri Ali,"@ndung gan emgnya salah satu bkin maju negara dgn pindah, yg pemting tingkatin SDM nya",Negatif
2023-02-15T06:02:10Z,ndung gan,"@Fikri Aliemang lo nggak pingin maju, hidup kok pesimis.",Netral
2023-02-10T23:34:29Z,zoro,PROYEK KOMUNIS 🤮🤮🤮,Negatif
2023-01-24T15:10:20Z,Kank Supri And Family,Semoga lancar.... Jaya selalau untuk Indonesia,Positif
2023-01-24T15:10:00Z,Muh Azka,"Bikin habis uang rakyat, sy yakin klo Jokowi di ganti, pasti proyek IKN di hentikan",Negatif
2023-01-24T15:08:29Z,vadhil,Mangkrak,Negatif
2023-01-24T15:07:12Z,ZFN,Sya yakin siapa pun nanti presiden nya pasti akan melanjutkan proyek ini dan gk mungkin gk di lanjutkan karena banyak uang sudah masuk ke proyek itu,Positif
2023-01-24T15:06:07Z,NABILA DWI_AGUSTIN,selamat p.jokowi dan menteri pu,Netral
2023-01-24T14:58:44Z,Doraemon,Saya : debt 7000 T siapa yang bayar pak.<br>Bapak saya jawab : kamu.,Netral
2023-01-24T14:57:12Z,Untung Rochadi,Mantaab ... semoga goggle map bisa segera update ke Lokasi IKN.. maupun  jalur aksesnya...  agar lebih bisa terbaca di Goggle..🙏,Positif
2023-01-24T14:57:00Z,robiana robi,Semoga berjalan dengan lancar dan mampu membayar hutang puluhan tahun lamanya karena hutang negara sudah diangka kurang lebih 7.773 T walaupun masih dibawah PDB 60%. Aamiin,Positif
2023-01-25T04:16:24Z,Butho Telek,Semoga proyeksi kemenkeu di 2023-2024 PDB menyentuh 21.000 T.<br>Skrg masih sekitaran 14/15.000 T.,Negatif
2023-01-24T15:57:55Z,robiana robi,"@Duta Satu betul mas, semoga tidak bertambah lg. Aamiin",Positif
2023-01-24T15:43:49Z,Duta Satu,Hutang negara di 39.54% dari PDB,Negatif
2023-01-24T14:55:40Z,CIOJI,"alhamdulillah,, utang semakin nambah",Negatif
2023-01-24T14:49:04Z,Ahmad Sobar,Alhamdulillah sy juga dapat kerja di IKN.☺️,Netral
2023-01-24T14:47:20Z,Jay Adi,Semoga tidak ada korban jiwa dalam proses  pembangunan IKN 🙏,Positif
2023-01-24T14:45:37Z,Alaniezz,Ya Allah lancarkanlah proses pembangunan IKN dan berikanlah kesehatan bagi para pekerjanya aamiin yra,Positif
2023-01-24T23:16:13Z,Slamet Widodo,Aamiin,Netral
2023-01-24T22:59:53Z,Nol1,"Kami rakyat nkri yg mengerti kebaikan utk semua, turut mendoakan agar ini terlaksana dengan cepat. Aamiin",Positif
2023-01-24T14:45:01Z,MAIN GIM MULU,Bangga tu bangga<br>Tp malu sama tetangga <br>Engkau kaya<br>Hutang kelililng pinggang<br>Emang kamu punya anak<br>Nanti kalau kamu mati anak kamu bayar ya<br>Tp sayang gak ada anak<br>So siapa yg akan bayar ?,Netral
2023-01-24T15:45:07Z,Duta Satu,Tetangga mana bro.. Tetangga yang hutangnya paling sedikit ya cuma Brunei... Malaysia sekarang sudah 80% dari PDB.... Sekitar 5200T,Netral
2023-01-24T14:43:38Z,Angkutan Massal,😆😆😆😆😆,Netral
2023-01-24T14:43:28Z,In Trick Channel,Mudah²an ini awal dari BIROKRASI sehat tanpa ada SUAP dan bekerja secara IKHLAS dan takut kepada Allah SWT,Positif
2023-01-24T14:42:19Z,Abel Gunawan,mantap smoga lancar ... pihak barat gak suka Indonesia maju 😎 makanya banyak antek2 penghianat gak suka pembangunan IKN👍,Positif
2023-01-24T14:39:56Z,Pinokio Indonesia,LIAT LANDSCAPE NYA TANAH BERBUKIT BUKIT UDAH MIRIP GUNUNG KECIL FIX 1000 PERSEN<br>PASTI MANGKRAK<br>BERANI TARUHAN GUE!!!<br>HAHA,Negatif
2023-01-24T21:27:42Z,Duta Satu,@Purpur Block gak apa2 bro... Kadrun kan gak peduli mana uang haram atau halal... Pokoknya halal semua nya bagi mereka asal bisa menghasilkan... Agama aja buat dagangan selama bisa makan dan kesenangan mereka,Negatif
2023-01-24T21:25:00Z,Duta Satu,@Pinokio Indonesia sini nomer WA lo.. Ayo deal ya...,Netral
2023-01-24T21:15:24Z,Purpur Block,"@Duta Satu mau aja di boh0ngin lihat hidungnya panjang, dia pasti bohong. Kadrun itu munafik dan inkar janji cuma bisa bermain kata kata, &quot",Negatif
2023-01-24T16:44:18Z,Pinokio Indonesia,@Duta Satu MASA KIRIM NO WA LEWAT CHAT PUBLIK...MANA EMAIL LO BLOK,Netral
2023-01-24T16:36:03Z,Pinokio Indonesia,@Duta Satu 20 JUTA,Netral
2023-01-24T14:39:02Z,Fikry Khazanah,Host Pencitraan tok....kerja tidak hanya Bacotan,Negatif
2023-01-24T14:36:41Z,Firmansyah Yudha,"pengen dong saya ikut kerja di proyek IKN,tapi harus menghubungi siapa??🙇",Netral
2023-01-24T14:35:32Z,CAH LOGAWE,Bismillah untuk Indonesia bermartabat dan Hebat...,Positif
2023-01-24T14:31:59Z,abay milan,Ga masalah asal duitnya jangan di korupsi jangan juga ada proyek pejabat yang ikut proyek ya,Positif
2023-01-24T14:31:36Z,Djuma'in Jati,"Ya begitulah klu mau membangun ada perencanaan, masak dulu mbangun ibukota tanpa perencanaan ya jadinya begitu  merubah nama jalan model dadakan gimana itu",Netral
2023-01-24T14:30:02Z,Kahpi Kahpi,Siapa mau pindah ke hutan🤣🤣,Netral
2023-01-24T17:31:58Z,Nabil Choiri,Kwkw enak lah bro  udara bersih ga ada kendaraan motor berisik tenang siapa ga mau tinggal di hutan gua tinggal di desa nyaman banget 😏,Netral
2023-01-24T14:29:57Z,Nabil Hs,"PERBANYAK PEKERJA BIAR CEPAT SELESAI, GW TAU KALO MAKIN BANYAK PEKERJA MAKIN BANYAK UANG YG DIKELUARKAN TAPII LEBIH CEPAT SELESAI LEBIH BAIK",Positif
2023-01-24T14:29:05Z,Dayak Yogas,Klo presiden bukan dari PDI-P pasti di batalin rencana ibu kota baru karena kita ga ada uang buat bangun ibu kota baru,Negatif
2023-01-24T14:28:50Z,Yoseph Pepes,Ga akan berhasil,Negatif
2023-01-24T15:46:49Z,Duta Satu,Iya kalau presiden nya anies... Kkkk,Netral
2023-01-24T14:26:57Z,Musa Dapit Dimas Pratama,Update terus lah min,Netral
2023-01-24T14:52:24Z,Ananda Titis,Pantau aja ..tiap hari banyak orang proyek yg update pembangunan IKN di YT,Netral
2023-01-24T14:25:19Z,piko,hutan digondol demi pembangunan,Negatif
2023-01-24T14:24:50Z,Kita Gadget,2024 : Ganti presiden 👉Mandek👉 Ternyata anggarannya dikorupsi Triliunan dan diiklaskan seperti Hambalang tapi versi Giga Project yasalam 🗿,Negatif
2023-01-24T17:33:34Z,Nabil Choiri,Sudah ada UU woi ngapain mikir kaya gini terus ?,Netral
2023-01-24T14:24:09Z,wijaya suratman,"Mulai nampak serius pemerintah membangun Nagara ini ,gua pribadi  sebagai rakyat Indonesia  merasa bangga  juga tersanjung syukur menjadi Rakyat Indonesia, namun ada sayang di sayang bahwa menusia itu pasti ada salahnya,  mengapa yaaa kok begitu mudahnya meng iyakan masa perpanjangan masa jabatan Kades , iyaaa mungkin lagi bangun tidur 😁, salam buat pak jokowidodo",Positif
2023-01-24T15:47:46Z,Duta Satu,Kapan di iyakan... Makanya lihat berita terbaru... Keputusan di serahkan ke DPR RI...,Netral
2023-01-24T14:22:43Z,Mad Bumburo,Jalan umum blm dibangun sdh bikin tol 🤣🤣🤣🤣🤣,Negatif
2023-01-24T21:23:50Z,Duta Satu,@Mad Bumburo lah kritik mu gak beralasan lo... Kan udah jelas jalan umum menuju IKN aja di perbaiki lebih dahulu kok... Di banding tol yang di bangun sekarang....,Positif
2023-01-24T21:03:09Z,Mad Bumburo,@Duta Satu santai aja bro. Kritik itu membangun...<br>Pembangunan utk rakyat hrs utamakan kepentingan umum. Jgn utamakan kepetingan oligarki,Positif
2023-01-24T20:57:49Z,Duta Satu,@Mad Bumburo lah jalan umum kan sudah di perbaiki lebih dulu di banding jalan tol... Gimana sih... Bahkan tiap hari yang up date pengecoran jalan umum itu lo... Kok masih gak paham gimana sih.. Lo malas cari info apa emang suka lo mencari kesalahan.. Kkk,Netral
2023-01-24T20:53:08Z,Mad Bumburo,@Duta Satu masuk tol bayar 🤣🤣🤣🤣<br>Utamakan yg jalan umum. Tol itu krn bikin jalan umum perencanaanya tdk bagus sehingga jalurnya macet dan muter muter krn lambat,Positif
2023-01-24T15:48:41Z,Duta Satu,Siapa bilang... Justru jalan umum sudah hampir selesai kok... Bahkan setiap hari ada update dari youtuber di IKN,Positif
2023-01-24T14:21:29Z,Arbain Bain,Jakarta berkata: Bawa aku pergi dari sini,Netral
2023-01-24T14:13:30Z,Eey Baluh,"Selamat datang di tanah kami.., Tanah Kalimantan.,&quot",Positif
2023-01-24T14:08:47Z,jendi sute,Majulah negeriku,Positif
2023-01-24T14:05:26Z,Mama Eyak,Alhamdulillah ya Allah........ semoga lancar dan sukses,Positif
2023-01-24T14:03:18Z,Feliz Suerta Rica,Tempat jin buang anak.<br>Isinya kuyang..<br>Ngapain ibukota pindah kesitu.<br>Mending di jawa aja.,Negatif
2023-01-24T15:49:56Z,Duta Satu,Mending di jabar atau jakarta aja... Jangan bilang jawa... Risih orang jawa dengar orang jakarta bilang jawa... Padahal orang jatim dan jateng setuju ibukota di pindah,Netral
2023-01-24T14:02:46Z,Koruptor Berprestasi,Duitnya dari mana,Negatif
2023-01-24T21:16:39Z,Purpur Block,Dari bang messi,Netral
2023-01-24T14:00:52Z,Waha61#SALAF1_N1ST4,Rakyat YAMANESIA merasa punya IKN kah ?,Netral
2023-01-24T14:00:25Z,MAHA MAHATAIR,Nusantara ini pusat pentakbiran bukan pusat economic sebab jakarta terlalu padat penduduk pusat pentakbiran harust pindahkan ke kalimantan,Positif
2023-01-24T13:59:06Z,Raja Bay,Sya mau ke IKN blh ngak ya numpang kerja di sana..<br>Salam dari bengkalis riau 🇮🇩...🇮🇩💪❤️,Netral
2023-01-24T21:18:07Z,Purpur Block,"Selama anda kuat dan berusaha dalam rencana yang di buat, bukannya cuma dapat kerja bisa jadi dapat keluarga baru di sana.",Netral
2023-01-24T15:50:36Z,Duta Satu,Boleh aja kayanya...,Netral
2023-01-24T13:56:05Z,zazzali akram,Lebar jembatan tidak Seperti layak nya Jembatan ibu kota...<br>Yg lebar nya seperti jembatan antar desa....<br>Hahahah 🤣🤣 dipikir yg bakal lewat disana Sepeda..,Negatif
2023-01-24T21:19:19Z,Purpur Block,"Bod0h memang bod0h, dia masih merasa komentarnya adalah yang paling cerdas padahal tol0l.",Negatif
2023-01-24T17:35:03Z,Nabil Choiri,Itu jembatan sementara tooooooolooooooool,Negatif
2023-01-24T15:52:00Z,Duta Satu,Kkkk... Makanya kalau jadi penonton jangan cuma cuma sepotong... Udah jelas itu jembatan sementara makanya di buat portable alias jembatan baja... Karna jembatan nanti dari beton permanen,Netral
2023-01-24T14:54:26Z,Ananda Titis,Itu jembatan dan  jalan logistik ...jalan aslinya masih tahap  mapping dan land clearing,Netral
2023-01-24T13:55:56Z,Ferdy Sambo,Wkwkwk,Netral
2023-01-24T13:54:47Z,Suriadi,Moga tidak mangkrak saja proyek ini,Positif
2023-01-24T13:53:44Z,Kisah Tani,Semoga pembangunan IKN berjalan Lancar sampai finish...amiiinnn,Positif
2023-01-24T13:53:25Z,娜拉,semoga lancar  dan para pekerja sehat selalu,Positif
2023-01-24T13:52:43Z,adi amung,Semangatt...💪,Positif
2023-01-24T13:51:29Z,Ardha Dasril,"Gw mikir... uang segitu banyak mending buat beasiswa penduduk asli kalimantan belajar  ke luar negeri..  bayangin jika ada 100ribu pelajar dan mahasiswa belajar penuh di luar negeri... menjadi dokter, insiyur dsb.. bisa bayangin kedepan rakyak kalimatan akan cerdas dan berpikir maju.. daripd sekarang... hasil tambang meneralnya habis dikuras, rakyatnya sensara... harusnya penduduk kalimantan itu kesehatan &amp",Negatif
2023-01-24T21:32:31Z,Purpur Block,"70 tahun Indonesia merdeka kemanakah tuh duit duitnya, pembangunan yang masif dan besar akan menciptakan industri yang besar juga dan menghasilkan lapangan pekerja yang besar dan merata di seluruh Indonesia.<br>Kalau ada 100.000 mahasiswa Indonesia di luar negri terus balik lagi maka mereka kerja apa, pikirnya ke situ dulu bod0.<br>Kan akhirnya seperti jaman dulu para insinyur dan para mahasiswa yang di beasiswakan milih kerja di luar negri karena gak ada lapangan pekerjaan di Indonesia.<br>Udah loe mah gak usah mikirin apakah Kalimantan bakal maju, ibu kota jadi itu akan menarik banyak investasi untuk membuat industri di Kalimantan, udah kamu tuh rakyat biasa mikirnya jangan orang lain dulu.<br>Pikir lah kedepan bahwa Kalimantan akan di jadikan pusat pemerintahan nah peran kamu adalah bertahan bidup gimana caranya memiliki celah dan peluang untuk sukses.<br>Jangan pikirin orang lain dulu, pikirin diri mu dulu, jangan minta solusi tapi jadi lah solusi.",Positif
2023-01-24T16:11:41Z,Abrams,Bner itu cuma ngabisin duit negara,Negatif
2023-01-24T15:54:23Z,Duta Satu,Iya... Terserah deh.. Intinya rakyat kalimantan terutama penajam mendukung pembanguna itu karna sekarang berkat pembangunan itu warga dapat banyak manfaat dari penjual kebituhan pokok dan harga tanah meningkat berkali kali lipat... Bahkan nilainya lebih besar di banding investasinya,Positif
2023-01-24T14:43:05Z,Malven 14,"awas ada buzzer mas bro,hehe nnti di justice kadrun,barisan sakit dll,pdahal cm rakyat jelata yg lihat  kenyataan &amp supir parkir antri panjang berhari hari cm buat antri solar""",Negatif
2023-01-24T13:51:17Z,Ari Saputra,masih bnyak manusia indonesia yg klaparan kurang pendidikan kurang kesehatan alangkah baiknya ikn ini dibatalkan rusak sudah alamku kalimantan dri org org yg rakus akan uang dan kekuasaan naidzubilaminzalik,Negatif
2023-01-24T16:12:02Z,Abrams,Bner itu cuma ngabisin duit negara,Negatif
2023-01-24T14:15:14Z,soo yuu,"lu tau ga? kalimantan tu cuma nerima pahitnya doang sebelum ini, mereka akses sulit, meanwhile sda mereka kaya batubara dikuras terus menerus, buat apa? ya buat hidupin listrik di pulau jawa, dulu pembangunan cuma jawa sentris, gw malah seneng sekarang kalimantan ada pembangunan. kalo soal alam juga kalimantan kebanyakan sawit sm hutan produksi. lu liat dulu pun pulau jawa itu hutan",Positif
2023-01-24T14:12:28Z,soo yuu,"@Leean Juli biasa bro, dia tu kalo komen tapa riset terlebih dahulu. lagian soal masalah kemiskinan dsb itu udh ada anggarannya tersendiri. dan pemerintah pun ga ngabaiin hal kaya gitu, makanya ada tu yg namanya kementerian sosial dsb",Netral
2023-01-24T14:09:27Z,Leean Juli,"Hadehh ikn ini bukan dibangun dihutan lindung, tp hutan produksi, perbanyak literasi plissss",Negatif
2023-01-24T13:49:11Z,Lituhayu Lituhayu,"Saya sebagai warga trenggalek jatim,sangat mendukung ikn ini,semoga lancar pengerjaannya dan semoga kami sekeluarga kelak bisa melihat di tempatinya istana negara baru ini oleh presiden",Positif
2023-01-31T06:54:50Z,Paradokks,Saya warga negara USA mendkung kembali ke Jayaan  ny Indonesia ke Nusantara seperti yg di lihat oleh Jaya Baya 😁,Positif
2023-01-29T10:30:53Z,Majikannya Jokowi,saya sebagai warga tiongkok mendukung IKN agar kami lancar memindah SDA dari kalimantan,Positif
2023-01-25T01:24:34Z,Who Am I,Wakanda dan Konoha <br>sangat mendukung 10000 persen <br>proyek ini .. <br>👍🏼👍🏼👍🏼👍🏼 .. <br>🙏🏼🙏🏼🙏🏼🙏🏼 ..,Positif
2023-01-25T00:44:43Z,Helmi147,Saya sebagai warga mongolia sangat mendukung ikn ini,Positif
2023-01-24T20:55:39Z,Kharisma Mahendra Wardhana,Amiiiin,Netral
2023-01-24T13:48:29Z,Sutejo Tejo,"Kadrun ketar ketir,,, proyek IKN sukses, kadrun makin susah demo,, biaya demo ke IKN mahal &amp",Positif
2023-01-24T13:47:11Z,nuclear football,"IKN vs Meikarta, siapa yg duluan?",Netral
2023-01-24T15:55:40Z,Duta Satu,Ya IKN lah... Investor dapat kemudahan gratis sewa lahan 160th siapa yang gak mau...tp pajak tetap jalan ya... Hehehe,Negatif
2023-01-24T13:46:14Z,Andre Virgantara,Masi banyak concern lain slain bikin kota baru. Tpi ya gimana namanya juga indonesia. ngga berharap banyak.,Negatif
2023-01-24T21:35:09Z,Purpur Block,"Ya mau gimana lagi Jakarta udah mau tenggelam, rakyatnya padat dan mahal kalau di gurus, sukses nendang pemukiman kumuh di pinggir sungai saja udah syukur.",Netral
2023-01-24T13:45:13Z,K.M.M.,Kalo boleh tau pembangunan IKN ini full pakai dana loan (utang) atau ada APBN jg?,Netral
2023-01-24T21:36:39Z,Purpur Block,"Kalau pakai APBN nanti teriak teriak menghabiskan uang rakyat, tapi kalau pakai dana investasi nanti teriak teriaknya antek aseng, di jajah aseng karena di dalam banyak investasi dari negara negara besar seperti China.",Netral
2023-01-24T15:57:11Z,Duta Satu,Ada APBN... Sekitar 25%,Netral
2023-01-24T13:44:04Z,div.kijang 1,Kl presidennya yohanes.. proyek itu kemungkinan besar akan di hentikan.,Negatif
2023-01-24T13:41:03Z,Mr Adit,Sebisa mungkin pohon2 nya tidak banyak di tebang😇,Positif
2023-01-25T04:13:54Z,Butho Telek,Itu hutan industri baaang...pasti ada penggantinya.,Netral
2023-01-24T17:37:23Z,Nabil Choiri,Mohon di denger itu pohon industri bukan alami masih pikirin alam yg nanam sawit ga di salahin tu ?,Netral
2023-01-24T15:58:13Z,Duta Satu,Di ganti itu.. Itukan hutan industri bakal di ganti pohon asli dari kalimantan termasuk balau/kayu besi,Positif
2023-01-24T14:56:56Z,Ananda Titis,Bakal di tebang semua diganti pohon asli kalimantan ..yg saat ini lagi di semai,Netral
2023-01-24T13:41:01Z,Huda Julian,Waduh. Grobloan manusia yiyir pasti gak bisa tertawa nih.,Negatif
2023-01-24T13:36:34Z,마음대로,JANGAN LUPA MEMBANGUN DAERAH DAERAH YANG MASIH KETINGGALAN DARI PULAU JAWA,Positif
2023-01-24T16:00:34Z,Duta Satu,Ada dana desa... Pempus tau kok jawa tanpa pempus pun bakal bisa terus berkembang di banding pulau lain.. Makanya sekarang udah waktunya pulau luar jawa yang di perhatikan... Bahkan di jatim membangun tol dan bandara aja gak perlu dana dari pusat perusahaan di sana sudah mampu membangun sendiri...,Positif
2023-01-24T13:36:21Z,YTroop,Semoga semuanya berjalan sesuai rencana demi kemajuan negara,Positif
2023-01-24T13:36:05Z,Etom,"Mudahan ikn ini lebih rapi kota nya,gak berantakan,agar menjadi pusat wisata kota dunia,saran saya mudahan di ambil poin bagus nya",Positif
2023-01-24T13:35:51Z,Buah kelapa Liar,"Moga kontraktor-nya dibayar. Tar berubah pemerintahan, berubah lagi aturannya, IKN dianggap beban dan pemerintah nahan anggaran IKN untuk keperluan lain. Bisa amsyong si kontraktor",Netral
2023-01-24T17:24:14Z,Duta Satu,@Buah kelapa Liar ya kita lihat aja nanti... Yang jelas pemilu kedepan yang akan meneruskan IKN pasti di pilih sama orang kalimantan... Dan banyak yang anti pati sama antitesis jokowi... Kkkk,Netral
