,Unnamed: 0,Komentar,Polarity,casefolding,cleaned_text,normalized_text,tokenizing,stopword,stemming,text_preprocessed
1923,2060,@Taufieq Ridlo Makhmud Nanti pun kiamat juga ...😄😄😄😄😄20 30 tahun enggak usah sekarang kalau kiamat duluan siapapun enggak tahu......<br>masalah tanah ambles di seluruh indonesia pun ambles juga ....enggak faham juga ya loe... <br>BLT loe om,Netral,@taufieq ridlo makhmud nanti pun kiamat juga ...😄😄😄😄😄20 30 tahun enggak usah sekarang kalau kiamat duluan siapapun enggak tahu......<br>masalah tanah ambles di seluruh indonesia pun ambles juga ....enggak faham juga ya loe... <br>blt loe om,ridlo makhmud nanti pun kiamat juga        tahun enggak usah sekarang kalau kiamat duluan siapapun enggak tahu       masalah tanah ambles di seluruh indonesia pun ambles juga     enggak faham juga ya loe     blt loe om,ridho makhmud nanti pun kiamat juga tahun tidak usah sekarang kalau kiamat duluan siapapun tidak tahu masalah tanah amblas di seluruh indonesia pun amblas juga tidak faham juga iya anda blt anda om,"['ridho', 'makhmud', 'nanti', 'pun', 'kiamat', 'juga', 'tahun', 'tidak', 'usah', 'sekarang', 'kalau', 'kiamat', 'duluan', 'siapapun', 'tidak', 'tahu', 'masalah', 'tanah', 'amblas', 'di', 'seluruh', 'indonesia', 'pun', 'amblas', 'juga', 'tidak', 'faham', 'juga', 'iya', 'anda', 'blt', 'anda', 'om']","['ridho', 'makhmud', '', '', 'kiamat', '', 'tahun', '', 'usah', 'sekarang', 'kalau', 'kiamat', 'duluan', 'siapapun', '', 'tahu', 'masalah', 'tanah', 'amblas', '', 'seluruh', 'indonesia', '', 'amblas', '', '', 'faham', '', 'iya', '', 'blt', '', 'om']","['ridho', 'makhmud', '', '', 'kiamat', '', 'tahun', '', 'usah', 'sekarang', 'kalau', 'kiamat', 'duluan', 'siapa', '', 'tahu', 'masalah', 'tanah', 'amblas', '', 'seluruh', 'indonesia', '', 'amblas', '', '', 'faham', '', 'iya', '', 'blt', '', 'om']","['ridho', 'makhmud', 'kiamat', 'tahun', 'usah', 'sekarang', 'kalau', 'kiamat', 'duluan', 'siapa', 'tahu', 'masalah', 'tanah', 'amblas', 'seluruh', 'indonesia', 'amblas', 'faham', 'iya', 'blt', 'om']"
1924,2061,@Suryo tanjung presiden yg mana ..jangan modal ngomong doang aja enggak berguna ...juga ....kritik itu biasa karena presiden sebelum ada ..mesti di bandingkan dong ...<br>tapi sekarang seakan2 sekarang ni yg paling betul ........<br>slogan aja kerja kerja,Negatif,@suryo tanjung presiden yg mana ..jangan modal ngomong doang aja enggak berguna ...juga ....kritik itu biasa karena presiden sebelum ada ..mesti di bandingkan dong ...<br>tapi sekarang seakan2 sekarang ni yg paling betul ........<br>slogan aja kerja kerja,tanjung presiden yg mana   jangan modal ngomong doang aja enggak berguna    juga     kritik itu biasa karena presiden sebelum ada   mesti di bandingkan dong     tapi sekarang seakan  sekarang ni yg paling betul          slogan aja kerja kerja,tanjung presiden yang mana jangan modal ngomong doang saja tidak berguna juga kritik itu biasa karena presiden sebelum ada pasti di bandingkan dong tapi sekarang seakan sekarang ini yang paling betul slogan saja kerja kerja,"['tanjung', 'presiden', 'yang', 'mana', 'jangan', 'modal', 'ngomong', 'doang', 'saja', 'tidak', 'berguna', 'juga', 'kritik', 'itu', 'biasa', 'karena', 'presiden', 'sebelum', 'ada', 'pasti', 'di', 'bandingkan', 'dong', 'tapi', 'sekarang', 'seakan', 'sekarang', 'ini', 'yang', 'paling', 'betul', 'slogan', 'saja', 'kerja', 'kerja']","['tanjung', 'presiden', '', 'mana', 'jangan', 'modal', 'ngomong', 'doang', '', '', 'berguna', '', 'kritik', '', 'biasa', '', 'presiden', '', '', '', '', 'bandingkan', 'dong', '', 'sekarang', 'seakan', 'sekarang', '', '', 'paling', 'betul', 'slogan', '', 'kerja', 'kerja']","['tanjung', 'presiden', '', 'mana', 'jangan', 'modal', 'ngomong', 'doang', '', '', 'guna', '', 'kritik', '', 'biasa', '', 'presiden', '', '', '', '', 'banding', 'dong', '', 'sekarang', 'akan', 'sekarang', '', '', 'paling', 'betul', 'slogan', '', 'kerja', 'kerja']","['tanjung', 'presiden', 'mana', 'jangan', 'modal', 'ngomong', 'doang', 'guna', 'kritik', 'biasa', 'presiden', 'banding', 'dong', 'sekarang', 'akan', 'sekarang', 'paling', 'betul', 'slogan', 'kerja', 'kerja']"
1925,2062,maju or berkembang???,Netral,maju or berkembang???,maju or berkembang,maju or berkembang,"['maju', 'or', 'berkembang']","['maju', 'or', 'berkembang']","['maju', 'or', 'kembang']","['maju', 'or', 'kembang']"
1926,2063,"Kocak bgd y,, terlalu memaksa,,, kasihan hutan hutan dsana",Negatif,"kocak bgd y,, terlalu memaksa,,, kasihan hutan hutan dsana",kocak bgd     terlalu memaksa    kasihan hutan hutan dsana,kocak sangat terlalu memaksa kasihan hutan hutan disana,"['kocak', 'sangat', 'terlalu', 'memaksa', 'kasihan', 'hutan', 'hutan', 'disana']","['kocak', 'sangat', 'terlalu', 'memaksa', 'kasihan', 'hutan', 'hutan', 'disana']","['kocak', 'sangat', 'terlalu', 'paksa', 'kasihan', 'hutan', 'hutan', 'sana']","['kocak', 'sangat', 'terlalu', 'paksa', 'kasihan', 'hutan', 'hutan', 'sana']"
1927,2064,"Itu bukan hutan alami, yg di pakai pembangunan IKN Dari lahan hutan produksi, tiap beberapa tahun sekali itu pohon emang rutin di tebang, justru dengan dibangun IKN, pemerintah juga sedang ngebangun ekosistem hutan baru yg bisa di tinggalin banyak ekosistem satwa. Cari aja penjelasan detailnya di channel lain, lengkap",Positif,"itu bukan hutan alami, yg di pakai pembangunan ikn dari lahan hutan produksi, tiap beberapa tahun sekali itu pohon emang rutin di tebang, justru dengan dibangun ikn, pemerintah juga sedang ngebangun ekosistem hutan baru yg bisa di tinggalin banyak ekosistem satwa. cari aja penjelasan detailnya di channel lain, lengkap",itu bukan hutan alami  yg di pakai pembangunan ikn dari lahan hutan produksi  tiap beberapa tahun sekali itu pohon emang rutin di tebang  justru dengan dibangun ikn  pemerintah juga sedang ngebangun ekosistem hutan baru yg bisa di tinggalin banyak ekosistem satwa  cari aja penjelasan detailnya di channel lain  lengkap,itu bukan hutan alami yang di pakai pembangunan ikn dari lahan hutan produksi tiap beberapa tahun sekali itu pohon memang rutin di tebang justru dengan dibangun ikn pemerintah juga sedang ngebangun ekosistem hutan baru yang bisa di tinggalin banyak ekosistem satwa cari saja penjelasan detailnya di channel lain lengkap,"['itu', 'bukan', 'hutan', 'alami', 'yang', 'di', 'pakai', 'pembangunan', 'ikn', 'dari', 'lahan', 'hutan', 'produksi', 'tiap', 'beberapa', 'tahun', 'sekali', 'itu', 'pohon', 'memang', 'rutin', 'di', 'tebang', 'justru', 'dengan', 'dibangun', 'ikn', 'pemerintah', 'juga', 'sedang', 'ngebangun', 'ekosistem', 'hutan', 'baru', 'yang', 'bisa', 'di', 'tinggalin', 'banyak', 'ekosistem', 'satwa', 'cari', 'saja', 'penjelasan', 'detailnya', 'di', 'channel', 'lain', 'lengkap']","['', 'bukan', 'hutan', 'alami', '', '', 'pakai', 'pembangunan', 'ikn', '', 'lahan', 'hutan', 'produksi', 'tiap', 'beberapa', 'tahun', 'sekali', '', 'pohon', 'memang', 'rutin', '', 'tebang', 'justru', '', 'dibangun', 'ikn', 'pemerintah', '', 'sedang', 'ngebangun', 'ekosistem', 'hutan', 'baru', '', '', '', 'tinggalin', 'banyak', 'ekosistem', 'satwa', 'cari', '', 'penjelasan', 'detailnya', '', 'channel', '', 'lengkap']","['', 'bukan', 'hutan', 'alami', '', '', 'pakai', 'bangun', 'ikn', '', 'lahan', 'hutan', 'produksi', 'tiap', 'beberapa', 'tahun', 'sekali', '', 'pohon', 'memang', 'rutin', '', 'tebang', 'justru', '', 'bangun', 'ikn', 'perintah', '', 'sedang', 'ngebangun', 'ekosistem', 'hutan', 'baru', '', '', '', 'tinggalin', 'banyak', 'ekosistem', 'satwa', 'cari', '', 'jelas', 'detail', '', 'channel', '', 'lengkap']","['bukan', 'hutan', 'alami', 'pakai', 'bangun', 'ikn', 'lahan', 'hutan', 'produksi', 'tiap', 'beberapa', 'tahun', 'sekali', 'pohon', 'memang', 'rutin', 'tebang', 'justru', 'bangun', 'ikn', 'perintah', 'sedang', 'ngebangun', 'ekosistem', 'hutan', 'baru', 'tinggalin', 'banyak', 'ekosistem', 'satwa', 'cari', 'jelas', 'detail', 'channel', 'lengkap']"
1928,2065,Hutan mata lu..,Netral,hutan mata lu..,hutan mata lu,hutan mata anda,"['hutan', 'mata', 'anda']","['hutan', 'mata', '']","['hutan', 'mata', '']","['hutan', 'mata']"
1929,2066,"Semoga cepat di garap dan  cepat selesai walau baru dasarnya.jokowi is the best, presiden ku semoga selalu sehat.",Positif,"semoga cepat di garap dan  cepat selesai walau baru dasarnya.jokowi is the best, presiden ku semoga selalu sehat.",semoga cepat di garap dan cepat selesai walau baru dasarnya jokowi is the best  presiden ku semoga selalu sehat,semoga cepat di garap dan cepat selesai walau baru dasarnya jokowi is the best presiden ku semoga selalu sehat,"['semoga', 'cepat', 'di', 'garap', 'dan', 'cepat', 'selesai', 'walau', 'baru', 'dasarnya', 'jokowi', 'is', 'the', 'best', 'presiden', 'ku', 'semoga', 'selalu', 'sehat']","['semoga', 'cepat', '', 'garap', '', 'cepat', 'selesai', '', 'baru', 'dasarnya', 'jokowi', 'is', 'the', 'best', 'presiden', 'ku', 'semoga', 'selalu', 'sehat']","['moga', 'cepat', '', 'garap', '', 'cepat', 'selesai', '', 'baru', 'dasar', 'jokowi', 'is', 'the', 'best', 'presiden', 'ku', 'moga', 'selalu', 'sehat']","['moga', 'cepat', 'garap', 'cepat', 'selesai', 'baru', 'dasar', 'jokowi', 'is', 'the', 'best', 'presiden', 'ku', 'moga', 'selalu', 'sehat']"
1930,2068,Ikn menuju indonesia menjadi negara maju di masa depan ....,Positif,ikn menuju indonesia menjadi negara maju di masa depan ....,ikn menuju indonesia menjadi negara maju di masa depan,ikn menuju indonesia menjadi negara maju di masa depan,"['ikn', 'menuju', 'indonesia', 'menjadi', 'negara', 'maju', 'di', 'masa', 'depan']","['ikn', 'menuju', 'indonesia', 'menjadi', 'negara', 'maju', '', 'masa', 'depan']","['ikn', 'tuju', 'indonesia', 'jadi', 'negara', 'maju', '', 'masa', 'depan']","['ikn', 'tuju', 'indonesia', 'jadi', 'negara', 'maju', 'masa', 'depan']"
1931,2069,Amin yg paling penting jamur2 atau hama2 yg sering membuat keributan di larang keras masuk ikn mereka itu mendoktrin masyarakat indonesia untuk membenci negara,Positif,amin yg paling penting jamur2 atau hama2 yg sering membuat keributan di larang keras masuk ikn mereka itu mendoktrin masyarakat indonesia untuk membenci negara,amin yg paling penting jamur  atau hama  yg sering membuat keributan di larang keras masuk ikn mereka itu mendoktrin masyarakat indonesia untuk membenci negara,aamiin yang paling penting jamur atau hama yang sering membuat keributan di larang keras masuk ikn mereka itu mendoktrin masyarakat indonesia untuk membenci negara,"['aamiin', 'yang', 'paling', 'penting', 'jamur', 'atau', 'hama', 'yang', 'sering', 'membuat', 'keributan', 'di', 'larang', 'keras', 'masuk', 'ikn', 'mereka', 'itu', 'mendoktrin', 'masyarakat', 'indonesia', 'untuk', 'membenci', 'negara']","['aamiin', '', 'paling', 'penting', 'jamur', '', 'hama', '', 'sering', 'membuat', 'keributan', '', 'larang', 'keras', 'masuk', 'ikn', '', '', 'mendoktrin', 'masyarakat', 'indonesia', '', 'membenci', 'negara']","['aamiin', '', 'paling', 'penting', 'jamur', '', 'hama', '', 'sering', 'buat', 'ribut', '', 'larang', 'keras', 'masuk', 'ikn', '', '', 'doktrin', 'masyarakat', 'indonesia', '', 'benci', 'negara']","['aamiin', 'paling', 'penting', 'jamur', 'hama', 'sering', 'buat', 'ribut', 'larang', 'keras', 'masuk', 'ikn', 'doktrin', 'masyarakat', 'indonesia', 'benci', 'negara']"
1932,2070,gak bakal payu anjir. siapa yg bakal hidup disana ? ngwakak,Negatif,gak bakal payu anjir. siapa yg bakal hidup disana ? ngwakak,gak bakal payu anjir  siapa yg bakal hidup disana  ngwakak,tidak akan payu anjir siapa yang akan hidup disana ngakak,"['tidak', 'akan', 'payu', 'anjir', 'siapa', 'yang', 'akan', 'hidup', 'disana', 'ngakak']","['', '', 'payu', 'anjir', 'siapa', '', '', 'hidup', 'disana', 'ngakak']","['', '', 'payu', 'anjir', 'siapa', '', '', 'hidup', 'sana', 'ngakak']","['payu', 'anjir', 'siapa', 'hidup', 'sana', 'ngakak']"
1933,2071,Nanti anak cucu lu yang pindah bre. Besok lu udah kakek kakek bau tanah ya ditinggal 🤣,Netral,nanti anak cucu lu yang pindah bre. besok lu udah kakek kakek bau tanah ya ditinggal 🤣,nanti anak cucu lu yang pindah bre  besok lu udah kakek kakek bau tanah ya ditinggal,nanti anak cucu anda yang pindah bre besok anda sudah kakek kakek bau tanah iya ditinggal,"['nanti', 'anak', 'cucu', 'anda', 'yang', 'pindah', 'bre', 'besok', 'anda', 'sudah', 'kakek', 'kakek', 'bau', 'tanah', 'iya', 'ditinggal']","['', 'anak', 'cucu', '', '', 'pindah', 'bre', 'besok', '', '', 'kakek', 'kakek', 'bau', 'tanah', 'iya', 'ditinggal']","['', 'anak', 'cucu', '', '', 'pindah', 'bre', 'besok', '', '', 'kakek', 'kakek', 'bau', 'tanah', 'iya', 'tinggal']","['anak', 'cucu', 'pindah', 'bre', 'besok', 'kakek', 'kakek', 'bau', 'tanah', 'iya', 'tinggal']"
1934,2072,bayank ksono ibu kota baru,Netral,bayank ksono ibu kota baru,bayank ksono ibu kota baru,bayank kesana ibu kota baru,"['bayank', 'kesana', 'ibu', 'kota', 'baru']","['bayank', 'kesana', 'ibu', 'kota', 'baru']","['bayank', 'kesana', 'ibu', 'kota', 'baru']","['bayank', 'kesana', 'ibu', 'kota', 'baru']"
1935,2074,Lebih tertata rapi,Positif,lebih tertata rapi,lebih tertata rapi,lebih tertata rapi,"['lebih', 'tertata', 'rapi']","['lebih', 'tertata', 'rapi']","['lebih', 'tata', 'rapi']","['lebih', 'tata', 'rapi']"
1936,2075,"Next monumen mangkrak, simbol sebuah kegagalan.. Bahasanya bagus sekarang, setelah ganti presiden =&gt",Negatif,"next monumen mangkrak, simbol sebuah kegagalan.. bahasanya bagus sekarang, setelah ganti presiden =&gt",next monumen mangkrak  simbol sebuah kegagalan   bahasanya bagus sekarang  setelah ganti presiden gt,next monumen mangkrak simbol sebuah kegagalan bahasanya bagus sekarang setelah ganti presiden begitu,"['next', 'monumen', 'mangkrak', 'simbol', 'sebuah', 'kegagalan', 'bahasanya', 'bagus', 'sekarang', 'setelah', 'ganti', 'presiden', 'begitu']","['next', 'monumen', 'mangkrak', 'simbol', 'sebuah', 'kegagalan', 'bahasanya', 'bagus', 'sekarang', '', 'ganti', 'presiden', '']","['next', 'monumen', 'mangkrak', 'simbol', 'buah', 'gagal', 'bahasa', 'bagus', 'sekarang', '', 'ganti', 'presiden', '']","['next', 'monumen', 'mangkrak', 'simbol', 'buah', 'gagal', 'bahasa', 'bagus', 'sekarang', 'ganti', 'presiden']"
1937,2076,semoga bukan cuma bangunan bagus aja..tapi ikoniq..jadi bisa untuk wisata..,Positif,semoga bukan cuma bangunan bagus aja..tapi ikoniq..jadi bisa untuk wisata..,semoga bukan cuma bangunan bagus aja  tapi ikoniq  jadi bisa untuk wisata,semoga bukan hanya bangunan bagus saja tapi ikoniq jadi bisa untuk wisata,"['semoga', 'bukan', 'hanya', 'bangunan', 'bagus', 'saja', 'tapi', 'ikoniq', 'jadi', 'bisa', 'untuk', 'wisata']","['semoga', 'bukan', '', 'bangunan', 'bagus', '', '', 'ikoniq', 'jadi', '', '', 'wisata']","['moga', 'bukan', '', 'bangun', 'bagus', '', '', 'ikoniq', 'jadi', '', '', 'wisata']","['moga', 'bukan', 'bangun', 'bagus', 'ikoniq', 'jadi', 'wisata']"
1938,2077,@Abrams di mana2 pembangunan butuh uang..PENJAJAH  AJA KALAU BANGUN BUTUH UANG..dan perampok minyak negara lain aja butuh uang buat membuat konflik.perang...dan pura2 jadi polisi.. dunia,Negatif,@abrams di mana2 pembangunan butuh uang..penjajah  aja kalau bangun butuh uang..dan perampok minyak negara lain aja butuh uang buat membuat konflik.perang...dan pura2 jadi polisi.. dunia,di mana  pembangunan butuh uang  penjajah aja kalau bangun butuh uang  dan perampok minyak negara lain aja butuh uang buat membuat konflik perang   dan pura  jadi polisi   dunia,di mana pembangunan butuh uang penjajah saja kalau bangun butuh uang dan perampok minyak negara lain saja butuh uang buat membuat konflik perang dan pura jadi polisi dunia,"['di', 'mana', 'pembangunan', 'butuh', 'uang', 'penjajah', 'saja', 'kalau', 'bangun', 'butuh', 'uang', 'dan', 'perampok', 'minyak', 'negara', 'lain', 'saja', 'butuh', 'uang', 'buat', 'membuat', 'konflik', 'perang', 'dan', 'pura', 'jadi', 'polisi', 'dunia']","['', 'mana', 'pembangunan', 'butuh', 'uang', 'penjajah', '', 'kalau', 'bangun', 'butuh', 'uang', '', 'perampok', 'minyak', 'negara', '', '', 'butuh', 'uang', 'buat', 'membuat', 'konflik', 'perang', '', 'pura', 'jadi', 'polisi', 'dunia']","['', 'mana', 'bangun', 'butuh', 'uang', 'jajah', '', 'kalau', 'bangun', 'butuh', 'uang', '', 'rampok', 'minyak', 'negara', '', '', 'butuh', 'uang', 'buat', 'buat', 'konflik', 'perang', '', 'pura', 'jadi', 'polisi', 'dunia']","['mana', 'bangun', 'butuh', 'uang', 'jajah', 'kalau', 'bangun', 'butuh', 'uang', 'rampok', 'minyak', 'negara', 'butuh', 'uang', 'buat', 'buat', 'konflik', 'perang', 'pura', 'jadi', 'polisi', 'dunia']"
1939,2079,"@Warzone Official betul kak saya khawatir dengan lingkungan,  jika tidak dirawat hutan di kawasan itu tinggal menunggu waktu saja,. Apalagi belum tentu sukses pembangunan nya",Negatif,"@warzone official betul kak saya khawatir dengan lingkungan,  jika tidak dirawat hutan di kawasan itu tinggal menunggu waktu saja,. apalagi belum tentu sukses pembangunan nya",official betul kak saya khawatir dengan lingkungan  jika tidak dirawat hutan di kawasan itu tinggal menunggu waktu saja   apalagi belum tentu sukses pembangunan nya,official betul kak saya khawatir dengan lingkungan jika tidak dirawat hutan di kawasan itu tinggal menunggu waktu saja apalagi belum tentu sukses pembangunan nya,"['official', 'betul', 'kak', 'saya', 'khawatir', 'dengan', 'lingkungan', 'jika', 'tidak', 'dirawat', 'hutan', 'di', 'kawasan', 'itu', 'tinggal', 'menunggu', 'waktu', 'saja', 'apalagi', 'belum', 'tentu', 'sukses', 'pembangunan', 'nya']","['official', 'betul', 'kak', '', 'khawatir', '', 'lingkungan', '', '', 'dirawat', 'hutan', '', 'kawasan', '', 'tinggal', 'menunggu', 'waktu', '', '', '', '', 'sukses', 'pembangunan', 'nya']","['official', 'betul', 'kak', '', 'khawatir', '', 'lingkung', '', '', 'rawat', 'hutan', '', 'kawasan', '', 'tinggal', 'tunggu', 'waktu', '', '', '', '', 'sukses', 'bangun', 'nya']","['official', 'betul', 'kak', 'khawatir', 'lingkung', 'rawat', 'hutan', 'kawasan', 'tinggal', 'tunggu', 'waktu', 'sukses', 'bangun', 'nya']"
1940,2080,"Kalo anda lihat desain master plan IKN &amp  terintegrasi semua aspek👍""",Positif,"kalo anda lihat desain master plan ikn &amp  terintegrasi semua aspek👍""",kalo anda lihat desain master plan ikn   terintegrasi semua aspek,kalau anda lihat desain master plan ikn terintegrasi semua aspek,"['kalau', 'anda', 'lihat', 'desain', 'master', 'plan', 'ikn', 'terintegrasi', 'semua', 'aspek']","['kalau', '', 'lihat', 'desain', 'master', 'plan', 'ikn', 'terintegrasi', 'semua', 'aspek']","['kalau', '', 'lihat', 'desain', 'master', 'plan', 'ikn', 'integrasi', 'semua', 'aspek']","['kalau', 'lihat', 'desain', 'master', 'plan', 'ikn', 'integrasi', 'semua', 'aspek']"
1941,2081,"Ngk usah dijadikan tempat wisata nanti malah banyak pedagang asongan yg mangkal sembarangan,, plus kalau jualan selalu pakai plastik. Nnnaaahh plastik itu yg biasanya dibuang  disembarang tempat. Itu sebenarnya yg bikin kumuh kota2 di Indonesia.",Netral,"ngk usah dijadikan tempat wisata nanti malah banyak pedagang asongan yg mangkal sembarangan,, plus kalau jualan selalu pakai plastik. nnnaaahh plastik itu yg biasanya dibuang  disembarang tempat. itu sebenarnya yg bikin kumuh kota2 di indonesia.",ngk usah dijadikan tempat wisata nanti malah banyak pedagang asongan yg mangkal sembarangan   plus kalau jualan selalu pakai plastik  nnnaaahh plastik itu yg biasanya dibuang disembarang tempat  itu sebenarnya yg bikin kumuh kota  di indonesia,tidak usah dijadikan tempat wisata nanti malah banyak pedagang asongan yang mangkal sembarangan plus kalau jualan selalu pakai plastik nnnaaahh plastik itu yang biasanya dibuang disembarang tempat itu sebenarnya yang bikin kumuh kota di indonesia,"['tidak', 'usah', 'dijadikan', 'tempat', 'wisata', 'nanti', 'malah', 'banyak', 'pedagang', 'asongan', 'yang', 'mangkal', 'sembarangan', 'plus', 'kalau', 'jualan', 'selalu', 'pakai', 'plastik', 'nnnaaahh', 'plastik', 'itu', 'yang', 'biasanya', 'dibuang', 'disembarang', 'tempat', 'itu', 'sebenarnya', 'yang', 'bikin', 'kumuh', 'kota', 'di', 'indonesia']","['', 'usah', 'dijadikan', 'tempat', 'wisata', '', 'malah', 'banyak', 'pedagang', 'asongan', '', 'mangkal', 'sembarangan', 'plus', 'kalau', 'jualan', 'selalu', 'pakai', 'plastik', 'nnnaaahh', 'plastik', '', '', 'biasanya', 'dibuang', 'disembarang', 'tempat', '', 'sebenarnya', '', 'bikin', 'kumuh', 'kota', '', 'indonesia']","['', 'usah', 'jadi', 'tempat', 'wisata', '', 'malah', 'banyak', 'dagang', 'asong', '', 'mangkal', 'sembarang', 'plus', 'kalau', 'jual', 'selalu', 'pakai', 'plastik', 'nnnaaahh', 'plastik', '', '', 'biasa', 'buang', 'sembarang', 'tempat', '', 'benar', '', 'bikin', 'kumuh', 'kota', '', 'indonesia']","['usah', 'jadi', 'tempat', 'wisata', 'malah', 'banyak', 'dagang', 'asong', 'mangkal', 'sembarang', 'plus', 'kalau', 'jual', 'selalu', 'pakai', 'plastik', 'nnnaaahh', 'plastik', 'biasa', 'buang', 'sembarang', 'tempat', 'benar', 'bikin', 'kumuh', 'kota', 'indonesia']"
1942,2082,Dugaan saya IKN akan mangkrak dlm pembangunan nya sga dugaan ini tdk bnr,Negatif,dugaan saya ikn akan mangkrak dlm pembangunan nya sga dugaan ini tdk bnr,dugaan saya ikn akan mangkrak dlm pembangunan nya sga dugaan ini tdk bnr,dugaan saya ikn akan mangkrak dalam pembangunan nya semoga dugaan ini tidak benar,"['dugaan', 'saya', 'ikn', 'akan', 'mangkrak', 'dalam', 'pembangunan', 'nya', 'semoga', 'dugaan', 'ini', 'tidak', 'benar']","['dugaan', '', 'ikn', '', 'mangkrak', '', 'pembangunan', 'nya', 'semoga', 'dugaan', '', '', 'benar']","['duga', '', 'ikn', '', 'mangkrak', '', 'bangun', 'nya', 'moga', 'duga', '', '', 'benar']","['duga', 'ikn', 'mangkrak', 'bangun', 'nya', 'moga', 'duga', 'benar']"
1943,2083,"@MRifqi Husni2001 hanya gerombolanya yg paham bro,smpai skrng sy jg nga paham",Netral,"@mrifqi husni2001 hanya gerombolanya yg paham bro,smpai skrng sy jg nga paham",husni  hanya gerombolanya yg paham bro smpai skrng sy jg nga paham,husni hanya gerombolanya yang paham bro sampai sekarang saya juga tidak paham,"['husni', 'hanya', 'gerombolanya', 'yang', 'paham', 'bro', 'sampai', 'sekarang', 'saya', 'juga', 'tidak', 'paham']","['husni', '', 'gerombolanya', '', 'paham', 'bro', '', 'sekarang', '', '', '', 'paham']","['husni', '', 'gerombolanya', '', 'paham', 'bro', '', 'sekarang', '', '', '', 'paham']","['husni', 'gerombolanya', 'paham', 'bro', 'sekarang', 'paham']"
1944,2084,@Kopi pahit iya kenapa sih. Org yg hanya bisa ngomong nggak bisa kerja Masih di agung2kan. Rakyat Sekarang udah tau secara gamblang siapa pemimpin,Netral,@kopi pahit iya kenapa sih. org yg hanya bisa ngomong nggak bisa kerja masih di agung2kan. rakyat sekarang udah tau secara gamblang siapa pemimpin,pahit iya kenapa sih  org yg hanya bisa ngomong nggak bisa kerja masih di agung kan  rakyat sekarang udah tau secara gamblang siapa pemimpin,pahit iya kenapa sih orang yang hanya bisa ngomong tidak bisa kerja masih di agung kan rakyat sekarang sudah tau secara gamblang siapa pemimpin,"['pahit', 'iya', 'kenapa', 'sih', 'orang', 'yang', 'hanya', 'bisa', 'ngomong', 'tidak', 'bisa', 'kerja', 'masih', 'di', 'agung', 'kan', 'rakyat', 'sekarang', 'sudah', 'tau', 'secara', 'gamblang', 'siapa', 'pemimpin']","['pahit', 'iya', '', 'sih', 'orang', '', '', '', 'ngomong', '', '', 'kerja', '', '', 'agung', 'kan', 'rakyat', 'sekarang', '', 'tau', '', 'gamblang', 'siapa', 'pemimpin']","['pahit', 'iya', '', 'sih', 'orang', '', '', '', 'ngomong', '', '', 'kerja', '', '', 'agung', 'kan', 'rakyat', 'sekarang', '', 'tau', '', 'gamblang', 'siapa', 'pimpin']","['pahit', 'iya', 'sih', 'orang', 'ngomong', 'kerja', 'agung', 'kan', 'rakyat', 'sekarang', 'tau', 'gamblang', 'siapa', 'pimpin']"
1945,2086,"Nggak bakal mangkrak, sepanjang nggak ada peperangan atau bencana alam yang bisa menghambat. Pembangunan IKN dipayungi UU (UU IKN), yang artinya WAJIB dilaksanakan siapapun yang nanti memerintah. Beda sama proyek biasa.",Positif,"nggak bakal mangkrak, sepanjang nggak ada peperangan atau bencana alam yang bisa menghambat. pembangunan ikn dipayungi uu (uu ikn), yang artinya wajib dilaksanakan siapapun yang nanti memerintah. beda sama proyek biasa.",nggak bakal mangkrak  sepanjang nggak ada peperangan atau bencana alam yang bisa menghambat  pembangunan ikn dipayungi uu uu ikn  yang artinya wajib dilaksanakan siapapun yang nanti memerintah  beda sama proyek biasa,tidak akan mangkrak sepanjang tidak ada peperangan atau bencana alam yang bisa menghambat pembangunan ikn dipayungi undang undang undang undang ikn yang artinya wajib dilaksanakan siapapun yang nanti memerintah beda sama proyek biasa,"['tidak', 'akan', 'mangkrak', 'sepanjang', 'tidak', 'ada', 'peperangan', 'atau', 'bencana', 'alam', 'yang', 'bisa', 'menghambat', 'pembangunan', 'ikn', 'dipayungi', 'undang', 'undang', 'undang', 'undang', 'ikn', 'yang', 'artinya', 'wajib', 'dilaksanakan', 'siapapun', 'yang', 'nanti', 'memerintah', 'beda', 'sama', 'proyek', 'biasa']","['', '', 'mangkrak', 'sepanjang', '', '', 'peperangan', '', 'bencana', 'alam', '', '', 'menghambat', 'pembangunan', 'ikn', 'dipayungi', 'undang', 'undang', 'undang', 'undang', 'ikn', '', 'artinya', 'wajib', 'dilaksanakan', 'siapapun', '', '', 'memerintah', 'beda', 'sama', 'proyek', 'biasa']","['', '', 'mangkrak', 'panjang', '', '', 'peperangan', '', 'bencana', 'alam', '', '', 'hambat', 'bangun', 'ikn', 'payung', 'undang', 'undang', 'undang', 'undang', 'ikn', '', 'arti', 'wajib', 'laksana', 'siapa', '', '', 'perintah', 'beda', 'sama', 'proyek', 'biasa']","['mangkrak', 'panjang', 'peperangan', 'bencana', 'alam', 'hambat', 'bangun', 'ikn', 'payung', 'undang', 'undang', 'undang', 'undang', 'ikn', 'arti', 'wajib', 'laksana', 'siapa', 'perintah', 'beda', 'sama', 'proyek', 'biasa']"
