Text,Label
mulai keluarga dulu ajar jadi generasi pandai manfaat maju bangsa jangan jadi generasi gagal bapak waktu muda suka tongkraaangtongkrong pinggir jalan mabuk an guna,Netral
bumburo lah kritik mu alas kan jelas jalan umum tuju ikn baik lebih kok banding tol bangun sekarang,Netral
bagus bapak bahan baku tunjang hidup pokok manusia paling utama air bersih tunjang sehat lain moga apa semua harap bapak jokowidodo selaku presiden ri capai terus bangun ikn jaya nkri harga mati aamiin aamiin yra,Positif
miris hijau jadi tandus,Negatif
habis jokowi turun tahta kira kira projek nya mandek iya,Netral
batu bara ambil dulu jadi bom waktu proses reaksi kimia batu bara bakar ledak kaji benar nusantara in allah lebih maju makmur rakyat indoesia raya,Positif
warga negara usa dukung jaya nya indonesia nusantara lihat jaya baya,Positif
ganteng kerja jangan numpuk dengkul,Netral
jakarta kata bawa pergi sini,Netral
peraturang larang buat bangun jangan terlalu dekat jalan raya upa garis sempadan bangun laksana awas nya kurang maklum jadi kong kalikong masuk kantong,Negatif
kurang gawean uang hutang posting,Negatif
pahit proyek food estate kalimantan tengah jejak digital nya lho,Netral
kpk bungkam bengkak puluh triliun,Negatif
semua dana lari ikn makanya banyak milu kepala daerah laksana pki tunjuk zaman firaun,Negatif
bro kau bangun semua rumah ibadah resmi indonesia,Netral
investor tender guyur apbn investor kalang timses,Netral
stalin kan bilang ingin jawa doang modern kalau dar pindahin pusat perintah kan perlu pulau apa area dki jaea barat lokasi kalau masalah orang mau investasi afa kait boss,Negatif
latih tenaga kontruksi jawa kapan bapak,Netral
mega pro ladang basah,Netral
kabel listrik atas ganti moga kabel tanam bapak biar makin rapi,Positif
terlalu penting bangsa uang mending buat sejahtera an rakyat bapak,Negatif
bangun buat negeri makin maju apa iya,Netral
tetap pesimis jangan optimis bray,Negatif
lanjut jangan mangkrak kalau,Positif
alhamdulillah kerja ikn,Netral
kasihan hutan rusak jadi ikn,Negatif
selamat datang tanah tanah kalimantan,Positif
anggar ikn rencana perang hemat rakyat suka banyak gaya dapat pas an gaya sultan,Negatif
gereja pura vihara bangun dong bro jangan masjid doang negara bhinneka tunggal eka,Negatif
video awal dijelasin,Netral
mantap jiwa lah baik dunia memang presiden umur hidup tahun jadi negara maju ekonomi nomor dunia lanjut bapak jokowi indonesia sangat besar perlu presiden kerja keras komitmen tinggi baik rakyat takut kehilangang beliao kalau moga pakganjar kaya bapak jokowi,Positif
terima kasih info sangat senang dengar lihat kembang bangun ikn moga tuhan maha kuasa beri mudah bangun ikb brovo ikn terima kasih selalu mengikiti kembang,Positif
jangan gantung terus sama asing dong masak negara kelola usaha bikin baju apa sepatu apa penting peluang kerja orang banyak,Negatif
lalu datang lh imigran luar kalimantan kerja ikn kemudian tetap kalimantan lama banyak contoh ajar situ lh awal mula singkir pemuda daerah tempat tinggal nya sendiri bahkan sulit cari kerja pimpin proyek ikn orang luar kalimantan situ main kartu nya keluarga kerabat anak cucu cicit sahabat utama walaupun didik tinggi ingat lapang kerja bas ribu orang awas bawah nya sini ingat perintah utama orang pribumi putra putri daerah perlu kerja kantor penting kerja perlu jadi arsitek jadi awas lapang jadi suruh jadi awas supir dump truk jadi kalian bilang jadi supir jadi kuli bangun syukur putra putri daerah didik komentar mumpung proyek ikn rampung jangan tengah bangun proyek nya macet meikarta meikarta macet korupsi kasus lahan jangan nusantara hancur gara orang dayak kalian harga daerah sendiri salam santun salam budaya ikn nusantara,Positif
jakarta sesak manusia jadi tuju ikn jalan habis anggar buat jakarta macet lah banjir lah mana jakarta mau tenggelam lah,Positif
ikn banjir datar tinggi bukit bagaimana atas banjir wilayah duduk lokal bawah ikn alir sungai,Positif
tanya simple ikn siapa duit kok maksa bikin ikn awam mah tahu ih keren wih sejarah wih selamat wih wih balik awam tau sadar semua makin mahal sadar semua jadi bayar sadar apaapa dipajaikin sadar subsidi pupuk tani hapus sadar hutang indonesia gunung lain iya semua kalian puja puji tadi beda kalau negara kuat rakyat sejahtera dapat kapita tingggi pendapata negara andal pajak miskin atas lain jangan ikn bangun monas baru sekali nggapapa,Negatif
mudah cepa selesai ikn,Positif
bravo moga cepat selesai,Positif
selamat jadi calon pimpin indonesia buat saudara kalimantan moga tangan kalian negara makmur lebih cerdas salam hangat sumatera selatan,Positif
moga lancar jadi kota mati habis dana deg degan tahun depan keluar dana banyak milu,Positif
jelas detail walaupun dampak nya hutan kalimantan,Negatif
iklan manis sesuai janji,Negatif
ikn tiru new york bebas banjir awat kota murah mudah cara rata tanah lebih luas ikn rencana wilayah datar mudah mobilisasi bangun utama buat jalan gorong mudah kendali air hujan air parit air sungai kota bebas banjir kota rencana awal rencana baik,Positif
jangan lupa bangun kos an buat pegawai kantor,Positif
kerja orang asing cina,Negatif
kalau tahu cara ekonomi negara jalan paling riset bukan komentar tolol kaya kalau negara habis uang rakyat mau makan apa uang negara terima kalau habis otomatis ekonomi negara jalan kalau ekon,Negatif
tuju moga cepat selesai bulan kontruksi bulan finishing tahun jadi semua gedung menteri asal bangun sama negara kuat istilah sulit bangun,Positif
mantap jangan meikarta,Positif
kabar apa kok cepat progres,Negatif
tebang semua ganti pohon asli kalimantan semai,Netral
dumay pikir terlalu sempit moga allah luas pola pikir,Netral
jos batu pakai badar besi biar kalau tembak teng amerika tembus ornamen pakai kol buntet biar mempan bom musuh lapis pakai rompi ontokusumo,Netral
mati apa mau ngapain mau juang apa,Netral
gubernur nya ikn gibran pantas gibran dki,Negatif
tenang buat alternatif kalau sekarang mah lebih fokus selesai bangun utama ikn masuk jalan tuju ikn,Positif
panuroto cocok komentar brow ungsi yaman gerombolanya memang tau diri,Negatif
nain kalau kalah terus baru sesal kalau menang terus buat apa sesal makanya drun jadi orang pintar sedikit biar sekali menang masak umur hidup jadi golong cundang,Negatif
mangkrak korupsi bangun ikn,Negatif
dahsyat sekali progres ikn,Positif
calista betul mba,Netral
kadrun senang memang kadrun golong sakit hati akut kadrun suka sebar hoax dulu tol sumatra protes makan hoax kata butuh tol sekarang nikmat udahlah kadrun golong goblog golong sakit hati umur hidup kadrun aib capres semua capres dukung kadrun menang kadrun golong cundang drun drun goblog kok habishabis drun drun kalah kok jadi hobi,Negatif
masjid doangyg bagaimana,Negatif
mixue kak,Netral
iya allah ikan mudah bangun ikn lancar mudah proses,Positif
jangan mangkrakkayak proyek sby mangkrak semua,Positif
moga nusantara jadi ibukota teknologi indah lebih jakarta desain sendiri,Positif
tanah nanti bangun gedung dpr tanam bom dulu buat jaga jaga kalau ulah suatu hari,Negatif
mudah an rampung perata bangun simpang politik sejahtera seluruh rakyat indonesia,Positif
moga semua dapat lancar mudah selamat sehat bahagia semangat luar biasa dalam jalan tugas masingmasing rangka bangun ikn moga alam semesta,Positif
angan angan banyak takut lang pimpin dl moga pimpin contoh angan angan jokowi serta laksana nya,Positif
anies baswedan jadi presiden stop ikn manfaat adil sosial seluruh rakyat indonesia cepat lambat masyarakat asli kaltim singkir kampung sendiri,Negatif
moga allah meridlai limpah tolong rakyat indonesia pilih presiden milik visi sama wujud bangun sambung aamiin,Positif
maju negeri,Positif
makan jangan mahal,Negatif
wow optimis,Positif
sebentar banyak youtuber muncul wilayah bangun,Netral
kalau mulai batas wacana rencana lanjut ikn indonesia moga semua kerja ikn beri sehat,Positif
masyarakat bal sangat tuju pindah ibu kota,Positif
tangan bapak jokowi indonesia makin maju,Positif
enak lah jadi presiden ikut,Negatif
bayang bangun ikn bagi jadi beberapa tahap hingga,Negatif
moga menggangu ekosistem sana,Positif
ikn jadi legacy bapak jokowi memang wacana pindah ibukota dengar sejak zaman bapak soekarno zaman bapak jokowi lah eksekusi,Positif
moga mangkrak bangkrut hayalan tingkat mimpi,Negatif
ikn nusantara solusi cerdas bapak presiden jokowi masalah banjir macet jakarta,Positif
firdaus moga kalau milik sewa ruko sedia,Positif
penting kelola kerja nya asli indonesia penting,Positif
terus pengaruh ikn indonesia apa jelas blas logika ekonomi kata mau krisis bukan besar cadang uang negara antisipasi tanggulang dampak krisis malah uang negara hambur bangun ikn kalau kurang dana apbn korek wah wah lihat kereta cepat noh,Negatif
ikn jadi minta buat jalan nama bapak jokowi jalan jokowi pasarpasar jokowi tempatpantai jokowi stadion jokowi nama bapak jokowi kenang kelak anakanak cucu kelak bila jadi presiden ri suoaya kenang teori kerja bapak jokowi maju bangsa indonesia embelembel korupsi insyaa allah indonesia maju jaya terus aamiin,Positif
korupsi sini nostalgia hambalang,Negatif
usak alam,Negatif
maksa,Negatif
lama,Negatif
sama satu mampu bangun negara satu republik indonesia maju kembang jadi negara kuat besar,Positif
enak iya calon koruptor,Negatif
buang duit,Negatif
mantap gaspoll,Positif
paling penting jalan jalan sangat utama,Positif
mudah an tetep jaga ekosistem hutan kalimantan,Positif
alhamdulillah moga indonesia makin maju kembang,Positif
new era indonesia,Netral
hancur hutan hijau kalimantan,Negatif
mas banyak concern bikin kota baru iya bagaimana nama indonesia harap banyak,Negatif
insyaa allah kalau anies baswedan mempipin ri ikn makin cepat progres bangun nya cerita proyek bengkalai,Positif
bangga bangga malu sama tetangga engkau kaya hutang kelililng pinggang memang punya anak kalau mati anak bayar iya sayang anak so siapa bayar,Netral
duwite,Netral
moga khusus buat pusat perintah jangan pusat hibur mall kawasan industri please jangan bila jabat ken hibur dugem biar balikpapan jakarta kalau ibuibu jabat ken hang out mall biar samarinda balikpapan kawasan industri cikarang balaraja biar tetap sana jangan ikut pindah kawasan pulo gadung jangan ikut ikn beneran janji ikn duduk lebih juta kalau nyampe juta selesai hutan hancur tatanan ekologis sama ulang pindah jakarta,Positif
maju terus bangsa,Positif
pulau belitung jauh kalimantan feri catamaran laju sama kargo jambat sumatera pulau belitung,Netral
dana mana kata ekonomi sedang krisis,Negatif
aamiin,Netral
jangan lama lama dong,Positif
hutang,Negatif
dasar kadrun sedikit sedikit oligarki doang derita lah sungguh pki dukung indonesia maju kalau mulut nkri harga mati negara bangun istana negara malah terima indonesia milik istana negara bangun sendiri tong bekas belanda semua,Negatif
akhir realisasi istana presiden luar jawa buah reformasi mudah,Positif
kota hantu nanti,Negatif
bapak juta juta rakyat makan nah gampang habis uang negara untung proyek kau fikirkan mudah kau melarat,Negatif
orang dayak suku asli kalimantan sebernya tuju iya pindah ibu kota kalimantan,Netral
wakil qc,Netral
kalau tau bangun ikn full pakai dana loan hutang apbn,Netral
lebih tata rapi,Positif
jangan hutan kalimantan rusak,Positif
bagaimana nasib hutan depan,Negatif
analisa clear itu kalau pimpin pimpin selajutnya terus,Netral
kok tempat ibadah masjid bagaimana agama apa disiapin tempat ibadah misal pura gereja wihara,Negatif
nama hahaha iya pikir orang iq proyek ikn proyek ibukota baru pasti mangkrak walaupun bangun lama jakarta mau tenggelam langsung bilang buzzer sangat pikir iya,Netral
mangkrak,Negatif
titik nol nusantara let,Netral
nambah hutang sebentar presiden baru urus,Negatif
insyaa allah allah beri lancar proses bangun ibu kota baru bangsa indonesia aamiin,Positif
moga cepat selesai biar jakarta lancar,Positif
jaya,Positif
coba sih rumah sama gedung gedung jalan bikin lurus miring sini miring sana muter muter biyar dieropa rapi,Positif
dulu,Netral
kadrun tanya hutang buat apa,Netral
kali mantan mantan kali,Netral
kota bawah air,Netral
rakyat nkri erti baik semua turut doa laksana cepat aamiin,Positif
allhamdulillah moga indonesia makin maju aamiin,Positif
moga lancar cepat kembang,Positif
ngibuuuul,Netral
bayangin jaman dulu kalau raja buka hutan buat bikin ibukota raja begini iya,Netral
moga sukses kualitas bangun no wakid jangan korupsi catat semua nama kerja monoment kerja awal selesai,Positif
inti jangan korupsi,Positif
fun mau tanya dong ada insfrastruktur tunjang jadi negara maju,Netral
sangat sedih selesai bangun ikn istana negara huni bapak anies baswedan hahahahhahaaha,Negatif
wah harga tanah sana mulai naik dong,Netral
hutan ku nan indah sekali,Netral
salam warga sampit kotawaringin timur hadir bapak arb semua manis waktu,Positif
moga bangun ikn nusantara jalan lancar insyaa allah,Positif
dzildjiansy usia tahun pernah kerja balikpapan benar badak tahun an kalau nilai indonesia sangat makmur masyarakat waktu sd ibu pernah bilang jaman sekarang makin susah jadi frase sejak dulu manusia selalu rasa kurang puas anggap masa lalu lebih manis nyata ikan banding harga putar tahun mobil colt harga juta yamaha bebek harga rb bensin rphliter tahun persis lupa betul anak orang kaya ayah wiraswasta punya pegawai orang gaji hari rupiah makan siang jadi kalau lihat banding harga pantas rasa syukur hidup jaman eknomi baru mulai geliat jaman presiden sby lalu tingkat drastis jaman jokowi insyaa allah negara makin maju makmur tahun datang,Positif
masyaallah tabarakallah ikn,Positif
iya ikn lah investor mudah gratis sewa lahan tahun siapa mau pajak tetap jalan iya hehehe,Negatif
air bagaimana,Netral
moga allah swt lindung semua kerja proyek ikn aamiin,Positif
jalan umum bangun bikin tol,Negatif
peran bapak jokowi berani ambil putus bangun ikn sungguh luar biasa walaupun rencana rencana jauh hari bapak jokowi pimpin ri kalau berani wujud moga bangun ikn bersih biasa korupsi suap suap rakyat nusantara bapak jokowi serta juang lain tetep top mata rakyat,Positif
kalau uang korup dulu mungkin indonesia bikin ikn punya malaysia putrajaya bangun sejak tahun an,Negatif
negara pindah ibu kota baru indonesia memang sedikit telat lambat,Positif
mega proyek indonesia tuju generasi emas tahun masyakarat kota sangga ikn nusantara kota balikpapan turut bangga progress ikn makin cepat sukses terus buat pj kerja moga selalu beri sehat prima tuhan maha esa moga rezeki suatu ikut kontribusi bangun ikn satu takut tahun presiden lanjut takut amanah lanjut proyek alias mangkrak naudzubillah mindzalik jangan,Positif
mohon maaf belum hutang indonesia banyak kok peduli kuasa bayar hutang jadi prioritas justru makin bengkak sangat aneh pribadi pribadi jikalau hutang sama orang boros beli sangat butuh lihat pimpin bangun gesa gesa lihat video tanah bgitu rata,Negatif
sampah,Negatif
jokoplak anak pki ijazah palsu,Negatif
riadi terima kasih bapak anies baswedan baswedan lanjut jadi presiden ri tahun iya sebarkaan,Netral
goodbye demo demo gedung dpr demo blokir jalan,Netral
bangga nya,Negatif
har iya tahu bang bodo ngurusin obrol bobot begini ilmiah manfaat malas,Netral
cak nun ketar tir,Negatif
iya begitu kalau mau bangun rencana masak dulu bangun ibukota rencana iya jadi rubah nama jalan model dada bagaimana,Netral
mudah awal birokrasi sehat suap kerja ikhlas takut allah swt,Positif
percaya proyek ahli tuju indonesia baru maju,Positif
lanjut,Positif
pasti orang banyak suka pindah nya ikn orang kait jakarta macet nikmat hidup harmoni apa jabat senang pengab,Positif
good job semangat terus buat indonesia lebih maju wibawa hoorasss,Positif
moga cepat sukses,Positif
ikn ide kadrun pki kadrun kafir kadrun pki kadrun kafir ganyang habis nkri,Negatif
moga indonesia jaya,Positif
jangan jukir ikn sebentar,Positif
maju terus bapak jokowi progres bangun ikn moga allah lancar sehat kerja ikn jadi tuju adil sosial seluruh rakyat indonesia terimakasih bapak jokowi seluruh aparatur perintah,Positif
hutan industri baaang ganti,Netral
matap makin maju dukung apa baik bangsa tunjuk dunia mampu,Positif
hpj tv puja jin jamban kelojot,Negatif
moga korban jiwa proses bangun ikn,Positif
banyak manusia indonesia klaparan kurang didik kurang sehat alangkah baik ikn batal rusak alam kalimantan orang orang rakus uang kuasa naidzubilaminzalik,Negatif
sangat coba semua orang miskin rumah buat,Netral
antisipasi bikin undang,Positif
moga alam ganggu,Positif
moga cepat jadi bangun ikn perata bangun capai,Positif
kata sih bangun waduk besar sekali sumber air ikn air tanah kaltim langka akibat tambang batubara buka hutan sangat cepat banyak faktor warga lokal daerah ikn bahkan beli,Netral
warga trenggalek jatim sangat dukung ikn moga lancar kerja moga keluarga kelak lihat tempat istana negara baru presiden,Positif
percaya indonesia maju segera,Positif
kasih monan lebih asik iya,Netral
helm istana baru cebong sebut nama allah bikin hukum syariat islam cebong protes,Negatif
iya beban jakarta lebih terlalu banyak datang,Netral
mungkin mangkrak,Negatif
ikn ikon indonesia maju tahun merdeka kok istana merdeka istana presiden tinggal penjajajah butuh pimpin visioner nkri maju merdeka semua dong moga lancar ikn nya aamiin,Positif
hebat cepat bangun iya gedung iya lihat,Positif
semangat teman salam jawa semiga semua daerah indonesia jadi maju,Positif
cepat sangat iya,Netral
warga kalimantan be like,Netral
tanya emang masyarakat indonesia tinggal ikn buka ikn bangun administrasi perintah investor jangan mimpi orang miskin tinggal sana ambisi proyek akhir masa jabat dengn paksa apbn,Negatif
hayalan iri iya sakit hati mungkin,Netral
insyaa allah mental pimpin jokowi kalau jadi presiden indonesia mental sama jokowi lebih baik sadar diri,Positif
kalau si anus lanjutin program jakarta,Negatif
subhanallah,Netral
pahit mayoritas rakyat butuh ikn rakyat butuh pupuk jalan aspal butuh pokok jangkau butuh ikn golong oligarki cecunguk,Negatif
ngotot bagi dukung kubu oposisi beliau sendiri tegas kali bilang periode bahkan ketua partai sendiri malah marah kalau periode kan ken puan maju presiden,Netral
bapak mau kesana sinyal buat hp,Netral
nama malas debat serah mau ngomong apa,Netral
moga cepat selesai jadi banggan negara penting jangan korupsi,Positif
satu santai bro kritik bangun bangun rakyat utama penting umum jangan utama peting oligarki,Positif
moga presiden pilih depan tahun lanjut bangun ikn jangan tidakdilanjuti sayang uang rakyat,Positif
payu anjir siapa hidup sana ngakak,Negatif
sangat dukung ikn anak cucu ku kelak,Positif
satu juta,Netral
moga rakyat kecil kerja sana,Positif
bikin jalan besar lebar sekali sekarang dulu orang bikin jalan sempit gilir padat sibuk lebar jalan ganggu guna gusur,Positif
moga mudah bangun dukung masyarakat indonesia turut apresiasi ibu kota nusantara indonesia rata bagai bidang,Positif
jangan pilih partai banteng bangun hasil hutang harga naik buat bayar hutang alas covid janji kursi akhir kata suka blt akhir,Negatif
ujung ujung lihat ganti presiden jokowi selajutnya prabowo nah ganti presiden ri kait pdip,Negatif
aman aman,Netral
moga hambalang,Positif
siap tanah dki anjlok harga kos san kontra sepi wkwk,Negatif
tua ikut bangga hati moga anak cucu nikmat merdeka sungguh aman nyaman bahagia bangsa,Positif
proyek terlalu paksa paksa guna uang apbn jadi blunder besar perintah,Negatif
moga semua jalan sesuai rencana maju negara,Positif
lihat ada ikn lihat pns jabat anggota dpr mau tempat sana kalau mau arti jakarta mau foya bukan kerja serius cipta ada ikn,Netral
moga kalau jadi ikn perata bangun depan laku semua pulau besar rata bangun lebih khusus wilayah indonesia timur tenggara moga pimpin indonesia baru turut pikir nasib wilayah indonesia rata bangun,Positif
kok sesuai desain juaradi pilih iya emng jadi sepenuh jadi lihat utuh,Negatif
jebak batman presiden lanjut,Negatif
stalin terlalu jauh sana kemari buat argumentasi nyata sekarang hutang des akhir terus kalau memang saham besar freeport bayar hutang buat hutang baru subsidi,Negatif
lama kuat usaha rencana buat bukan kerja jadi keluarga baru sana,Netral
kalimantan sangat luas luas nya kali lipat wilayah malaysia populasi manusia kalimantan sangat sedikit lahan luas populasi sedikit,Netral
punya skill punya ilmu,Netral
tetap sehat semangat baik selalu dukung maju bangsa,Positif
dasar bangun mulai moga presiden lanjut selesai adil sejahtera seluruh indonesia capai aamiin,Positif
angka miskin angka jahat makin banyak leceh makin banyak wanita anak mikir dong kecuali kalu punya ibu punya keluarga cewek baru mikir jangan pikirin pikirin masalah,Negatif
indonesia biar dagang maju lebih malaysia,Netral
masyallah indonesia ibu kota baru luar biasa megah,Positif
moga sukses apa cita kan bapak presiden rakyat indonesia pindah kan ibu kota kalimantan sehat semua kerja nya moga lancar selesai segala nya aamiin,Positif
contoh singapore malaysia bapak kesana sangat kagum tata letak sangat rapi bus mrt,Positif
ladang korupsi indonesia,Negatif
niscaya selesai ikn restu seluruh rakyat indonesia kes paksa dukung ikn hanya kelompok cebong sah nama rakyat realita kelompok cebong dukung ikn sama hal meikarta begitu nasib ikn diam perhati apa jadi mangkrak,Negatif
ikn tetap bangun jangan jadi prioritas banyak bangun bapak jokowi logika sederhana banyak bangun sdmmasyarakat nya jauh kata sejahtera bagaimana mau jalan aktivitas,Netral
bisa mungkin pohon nya banyak tebang,Positif
segera kirim unit trek sampah ambul unit mobil bakar,Netral
moga jalan lancar terlalu habis lahan hutan,Positif
muluk moga pimpin pilih lanjut ikn jadi lebih nyata progres,Positif
kalau suatu indonesia invasi bagaimana kata barat utara timur laut udara geografis front line langsung kena dong ikn kalau jakarta meski banjir geografis aman serang luar,Negatif
keluh kerja rata rata gaji telat,Negatif
terlalu maksa,Negatif
rakyat nya mana hidup susah malah pindah ibu kota hutang hutang,Negatif
proyek cuan cukong makin kaya,Negatif
bagus segera lah jadi ikn jakarta sumpek,Positif
ikn selesai dampak positif banyak usaha baru buka lapang kerja buka wilayah kaltim trutama samarinda balikapapan moga depan makin banyak lapang kerja siap usaha,Positif
ijin allah swt moga bangun ikn lancar sukses selalu amiiiiin,Positif
ikn tempat nya bekas industri mas jadi tahun pohon situ tebang depan kalau ikn jadi hutan nya kembali mula asli,Positif
otw ikn jual bakso mie ayam,Netral
semangat bapak junaidi bapak kabalai bbpjn kaltim,Positif
harus bangun istana rapat dukung tuju bukan presiden bangun sana sini hutang sana sini,Negatif
kira perintah pikirin bangun doang perlu pusing ngerencanaiin,Positif
bangun siap infra struktur ibu kota baru relatif mudah masalah bangun modal bangun komunitas sosial buah ibu kota negara kerja sangat panjang bangun sosial budaya buah ibu kota,Positif
harap jangan gundul hutan kalimantan,Positif
cebong semua mangap terbang kagum kagum dunia tertawa proyek contoh softbank jepang,Negatif
kerja mega proyek bangun ibu kota sangat minim bangun suatu kawasan industri butuh puluh ribu kerja mega proyek ibu kota ibu kota negara butuhsetidaknya serap pekerjalapangan kerja,Netral
moga bangun punya tatakota badung pohon pohon tetap hijau,Positif
selamat ibu kota baru sayang modal seret hutang,Negatif
sabar dengar umum resmi ibukota nkri pindah kalimantan,Positif
cuci uang bobrok tengah tengah,Negatif
choiri iya pikir undang undang anulir presiden ikut jangan polos lah,Negatif
kepala desa korupsi arti kalau berani iya laporin sana bukan keluh kolom komentar,Netral
kalimantan jadi kota besar,Positif
maju terus indonesia ku,Positif
bagus muas ambisi pimpin semua bentuk pajak naik cukai suku bunga terus sedot uang keringat rakyat,Negatif
tanam beton ter buat kayu bentuk pangung buka pantau apa kerja rapat ngantor ruang buka klau tutup sala guna tempat korupsi calon agota praksi partai bantu rakyat conto gedung dpr jakarta rapat tonton korsi kosong kbykan,Negatif
jauh nama korupsi moga lancarkansuatu ingin datang kesana sesuai apa gambar,Positif
tempat proyek warung kumuh kalimat bapak proyek ikn makan duit rakyat banyak proyek cekak banyak masalah proyek manja broo,Negatif
hutang hutang anak cucu cicit tanggung hufft,Negatif
kynya ksini buka brilink,Netral
gedung perintah bangun ikn,Netral
masya allah alhamdulillah bismillah bismillah bismillah tawakaltu alla lancar,Positif
senang sangat indonesia punya ikn baru,Positif
saat era metode contract db ikn kalimantan,Netral
mudah an keluarga sehat panjang umur lihat ibukota nusantara depan maju indonesia aamiin,Positif
moga meikarta,Positif
jakartaku tenggelam,Netral
mungkin,Negatif
proyek abal habis duit rakyat doang ujung nya paling mangkrak,Negatif
juli biasa bro kalau komentar riset lebih lagi soal masalah miskin bagai anggar sendiri perintah abai kaya makanya nama menteri sosial bagai,Positif
moga hasil nama hak asing,Positif
jadi ken pindah kalimanatan,Netral
knokdown semua cepat selesai,Positif
mirip proyek meikarta sih,Negatif
gedung dpr selesai dulu anggota dpr pindah duluan,Netral
program baik indonesia good job bapak jokowi,Positif
kuil gereja jenis bapak,Netral
moga ikn segera jadi jakarta layak jadi ibu kota,Positif
bangga proyek ikn moga semua jalan lancar semua kerja libat selalu kah sehat aamiin,Positif
moga kerja selamat moga ikn jalan lancar aamiin merdeka indonesia,Positif
firasat baik baik ajang korupsi bangun balik moga benar benar maju nkri pindah ibukota baru,Negatif
paling ujung nya mangkrak,Negatif
kadrun,Netral
bismillah lancar,Positif
moga ikn lekas diri bapak jokowi pensiun khawatir ikn mandek pimpin lanjut fokus ikn,Positif
akhir ibu kota indonesia jadi pindah moga semua lancar kerja libat beri sehat berkah aamiin,Positif
moga hitung tahun uang indonesia bagus das des transportasi umum super bagus,Positif
jangan mangkrak tangkapin iya bapak,Negatif
ridwan kamil masuk team architect iya,Netral
bangun rumah hasil usaha keringat sendiri jangan kau bangun pinjam uang tetangga hutang bayar banyak kok mau bangun hutang kata bg rocky gerung,Negatif
orang jakarta rata rata bilang ngapain buang uang bangun ikn orang luar jakarta rata bilang dong jangan jawa terus bangun,Netral
ikn presiden pilih henti apa proyek catat uud spa presiden tetap terus jalan,Netral
bapak bangun rusun inap mes orang kerja,Negatif
minat,Negatif
sedih,Negatif
gasss pollll biar cepat rampung,Positif
lihat video bangun kok lihat tipis,Negatif
contoh bro amerika sekarang punya kereta cepat padahal negara maju kembang padahal proyek kalau jadi presiden partai satu proyek jalan kalau ganti presiden partai satu proyek henti,Negatif
bapak haji ir joko widodo widodo memang presiden baik,Positif
kelapa liar iya lihat jelas milu depan terus ikn pilih sama orang kalimantan banyak anti pati sama antitesis jokowi kkkk,Negatif
nge hate bangun ikn ajg,Netral
alhamdulillah moga semua kerja seluruh karyawan badan kait lancar selamat aman sukses fungsi ikn ridho,Positif
satu konstitusi jalan kan pimpin malau oposisi program program lanjut pimpin kaya jokowi lanjut program sby,Positif
ganti presiden ganti ibu kota ganti pasang,Netral
tambah miskin hutang banyak korupsi rezim jokowi,Negatif
sorry era jokowi bukan presiden dulu,Netral
mess untuk staff nya laksana karyawan bagai kuli nya,Negatif
yakin pade ganti presiden baru ada bijak baru tetep jalan proyek nya silah baku hantam,Negatif
iya gaskeun siap ikn presiden anies baswedan ngebet pakdhe pakai presiden anies baswedan,Negatif
moga lancar iya allah aamiin,Positif
bagus kalau pindah kesana biar jakarta kurang maksiat,Positif
titis sotoy,Netral
undang undang pikir begini terus,Netral
konsep kota modern bsd alamsutra,Positif
ibukotanya indocina,Negatif
moga lancar kendali mudah mudah proses jalan proyek sesuai rencana cepat bapak,Positif
urus masalah hutang usah repot repot,Netral
kadrun paling alergi ikn baru,Negatif
pesan rakyat moga korupsi,Positif
kalau gereja tempat ibadah masjid bapak,Netral
rusak lingkung,Negatif
terima kasih bapak presiden anies baswedan baswedan kerja nyata,Netral
moga sukses indonesia pusat perintah baru perlu tahun betul betul megah rupa putrajaya msia,Positif
mantap bapak jokowi semua dukung moga ikn benar laksana,Positif
bangun ibu kota baru bangun budaya bangun adab baru mulai proyek bangun korupsi,Positif
china,Netral
raih pikir kok yakin sama bangsa sendiri jadi biar allah swt beri hukum cukup doa bangsa maju,Netral
awas rentan korupsi,Positif
moga hutang,Positif
moga tokyo,Positif
pantas harga pangan naik semua nyata ikn proses bangun,Negatif
calon kota hantu,Negatif
beli alat harga juta lapor buat juta lumayan juta asyik,Negatif
telek bener sangat,Netral
sedikit,Netral
keren sangat kalimantan hutan nya lebat polusi cemar,Positif
moga mobil listrik produk esemka jadi mobil dinas jabat indonesia contoh mobil proton lama jadi kendara dinas jabat raja malaysia,Netral
modular semua,Netral
bangun ikn harap perata sempat kerja buka luas rakyat hasil tambah daya beli masyarakat lebih tingkat akhir maju segala sektor capai bravo indonesia bravo ikn semua,Positif
ide presiden bagus tanya apa sdm pupr mampu mayoritas mental dagang semua,Positif
tau memang susah bang bilangin orang tua,Netral
welcome back nusantara jaya terus indonesia,Positif
sekali mau kerja ikn,Netral
ayo masyarakat kalimantan jaga terus ikn jadi harum kiblat dunia,Positif
mohon info lokernya dong buat jadi kulitenaga kerja sana,Netral
duit duit tempat mafia korupsi banyak sini sogok sogok tradisi,Negatif
moga infrastruktur indonesia eksploitasi tentara asing mudah mobilitas bunuh rakyat indonesia perang dunia,Positif
mantap bapak presiden,Positif
moga lancar cepat realisasi,Positif
tumben komennya indah semua ting hehe,Netral
